,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,problem_of_product
68480,1.0,not good,the first day it burned easily when i put the oven on :(,"[{'small_image_url': 'https://m.media-amazon.com/images/I/51cV2ADfrEL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51cV2ADfrEL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51cV2ADfrEL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07WW2H5PW,B07WTXWC32,AEL7XWLT6RJZ2C57537DNJAGTCQA,1634088706160,0,True,Poor performance
58783,1.0,Board was burned-out when we received it,This is the product that I just received this afternoon. It is already burned at the bottom of the board,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71QQ3RNMsuL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71QQ3RNMsuL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71QQ3RNMsuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71canvWg2AL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71canvWg2AL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71canvWg2AL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81oEk-nijsL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81oEk-nijsL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81oEk-nijsL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00ECV445U,B00ECV445U,AG5N7JH6NJF4SIZOAAIM7BRE2ORA,1660345042586,0,True,Poor performance
44199,1.0,Buyer Beware!,I very rarely write a review but I thought I would be doing a disservice if I didn't warn you. I purchased this sealer during the pandemic and I was using it to seal my soaps and masks. It quit heating up after about 50 seals. You can clearly see it hasn't been damaged. The fuse wasn't damaged either but I changed it anyways per sellers recommendation. I talked with the seller and they will not stand behind their product but intead pushed me back to Amazon.  Buyer Beware!!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71nV9X7M2FL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71nV9X7M2FL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71nV9X7M2FL.jpg', 'attachment_type': 'IMAGE'}]",B00L2N5X38,B0C23Z8B3Q,AF46QKQBHYR2IRSCJ6KZZ4ZDIXGQ,1596301820351,8,True,Poor performance
68281,2.0,No longer working after 1 year and 3 months,"When I bought this product I was hesitant because I really wanted nugget ice. I was pleasantly surprised at how good and palatable this ice was. It made Ice very quickly and I was able to store up Ice in quart size bags for parties and family events. Up till late February of this year it was certainly living up to its descriptions. In early March I drained it, cleaned it and disconnected it because I was going to be gone for a week. When I returned I filled it, plugged it in and water was running through it but it would not make ice. Sad to say it it not and has not been working since.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61GxwoVZfpL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61GxwoVZfpL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61GxwoVZfpL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08N65SGMR,B09SGXWFJR,AH7MVU4SA5J7XLNPNJB7DAKPJ57Q,1681314618898,0,True,Not as described
41431,3.0,My 3 year old Whirlpool dishwasher crapped out,"Like the others have said about this circulation pump it's junk.<br />I took it apart to find out the motor bearings are junk, made from ferrite. The bearing ID that the motor spins on is now oval, allowing the armature to move sideways and bind.<br />At $156 (tax included) it better last longer than another 3 years.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61k33zDH-DL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61k33zDH-DL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61k33zDH-DL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61zd+BVXprL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61zd+BVXprL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61zd+BVXprL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B01KR7DYHQ,B01KR7DYHQ,AFRLNIZLPK7QQFVPUJU2IMDBFFZA,1567718981780,0,False,Broken/Defective
25743,3.0,Not as expected,Already breaking down.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Mk8Z6N1fL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Mk8Z6N1fL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71Mk8Z6N1fL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07S61G1RQ,B07S61G1RQ,AGEQPY6B6G5WTXLCERLYH43JNGIA,1611620333821,0,True,Broken/Defective
23196,1.0,Not a #2,Definitely not a #2 filter as evidenced by the pictures comparing the size.  It is not even tall enough to hold the ground coffee I use.  So sad I was looking forward to a reuseable filter.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C6VspC0gL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C6VspC0gL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71C6VspC0gL.jpg', 'attachment_type': 'IMAGE'}]",B07TZCBLZ1,B07TZCBLZ1,AEX32CV3RLEU2AUVDCHFKGL2W2WA,1596921960841,0,True,Not as described
8697,1.0,Total waste of money!,What a complete waste of money! It is so loud it is hard to hear yourselves talk over it. It’s near our family room and we have a hard time hearing the tv because of it. I couldn’t be more disappointed. Please do not buy this!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71SXM-Wb+eL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71SXM-Wb+eL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71SXM-Wb+eL.jpg', 'attachment_type': 'IMAGE'}]",B0113IRVBI,B0BT157XLH,AHOEMVRSDDBHFUNOSI7RWHACVQHQ,1545678291928,8,True,Poor performance
36406,1.0,Prepare to be disappointed.,"While we like the idea of these gap fillers, the gap has just moved to the edge of the metal that goes down on the countertop.  The edge of the spacer sticks up slightly. The gap is now in-between the countertop and the metal and this is where dirt and spills will collect. The manufacturer should have bent that right angle just a couple of degrees more so that the edge would contact the counter top. As I look at the metal, I don't think they got a full 90 degree bend on the pieces. It is very nice metal and looks nice. The edges are smoothed out so I don't think anyone would be cut on the metal sticking up. I asked the seller for help on this and was told to use a pair of pliers to increase the bend. That will never work. You really need a metal ""Brake"" tool to put in a nice increase in the bend. The kind of spacer to get would be one that has a ""T"" shape. The only one I could find on Amazon was either 20"" or 25 inches. I need 23.4"" Pretty doubtful that I could get a nice straight cut when cutting that 25"" piece down.  I wonder if anyone else has had this problem with a gap between the metal and the counter top.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61X4EareLAL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61X4EareLAL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61X4EareLAL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71wUvrJDdVL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71wUvrJDdVL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71wUvrJDdVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09GJGZ931,B0BYD4GZ45,AGYETTOUBKGDEHQIK2C2UUKUBWXA,1678425576441,2,True,Quality issues
84100,1.0,The length is not correct. advertised as 9.45 inches. turned out to be 9 inches,This heating element will not fit my sealer. Advertised as 9.45 which is what I needed. Heating elements are only 9 inches from end to end. If measured from center of eyelet to center of eyelet it would be 8.75 inches. A whole 1/2 inch short.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71KcWh53QGL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71KcWh53QGL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71KcWh53QGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71KcWh53QGL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71KcWh53QGL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71KcWh53QGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08NCLM5D6,B08NCLM5D6,AHCUHY4PG2WQPNAPDME72VPXNGLQ,1658329728914,0,False,Not as described
10169,1.0,Do not buy,"Pros: None<br /><br />Cons: doesn’t work, bad instructions, wasted an hour trying to get these to work<br /><br />These were completely worthless. First didn’t flow. Reinstalled a few times, finally seemed like it was working. Ran about 10 glasses of water through it fine. Came back for another glass of water and it wouldn’t flow again. More uninstalls and reinstalls and no luck. Tried another filter of the three pack and it was even worse. Fished the old removed filter out of the trash and it still works great. Will order more of the IcePure filters.<br /><br />Instructions on the packaging are comically bad - pictures of the alphabet soup are attached to this review.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71F0oB60ZBL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71F0oB60ZBL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71F0oB60ZBL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Xd+7OlqYL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Xd+7OlqYL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81Xd+7OlqYL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B083K59Q3D,B083K59Q3D,AFRY3KL45NKPPE4WDGWARUKBI54Q,1600550327312,0,False,Poor performance
64329,3.0,Damaged,Deep scratch/ding,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61-23wFv5QL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61-23wFv5QL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61-23wFv5QL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00185YDB8,B0B9H5NZRD,AGENLUMHC72IOXHTXYASP3PYNO2Q,1644081565090,0,True,Broken/Defective
25229,2.0,Product was just what we wanted.,"This product was just what we wanted.<br /><br />Unfortunately, it stopped freezing after about 8 months of use.<br /><br />It was still under the manufacturer warranty at that point.<br /><br />This particular ice maker is manufactured by the ""Pyle"" corporation.<br /><br />We contacted Pyle, and we were given a return authorization.<br /><br />But, they required that we pay for the shipping ourselves.<br /><br />We sent the unit back to be repaired.<br /><br />The unit that we sent back was pristine, without a scratch on it.<br /><br />It looked just like it did when we first purchased it.<br /><br />They did NOT return the same unit.<br /><br />Instead, they shipped us back a unit that was not put together properly, and it had different water inlet and drain connections.<br /><br />The unit that they shipped back, had a broken front plastic housing, and a cracked LED display panel.<br /><br />I have been trying to get Pyle to take this piece of junk back for the past month, but I am not getting anywhere with them.<br /><br />I sent them an imaculate piece of hardware that had simply stopped working.<br /><br />They sent me a replacement that looks like it was taken out of a scrap yard, after having a ""pyle"" of other junk dumped on top of it.<br /><br />I am attaching photos of what they sent back to me.<br /><br />Remember that what I sent to them was pristine.  Like new.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61UsW5Ksi6L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61UsW5Ksi6L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61UsW5Ksi6L.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Y9E1KoaJL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Y9E1KoaJL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61Y9E1KoaJL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61q-aUWGZ4L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61q-aUWGZ4L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61q-aUWGZ4L.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wP4qPOYNL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wP4qPOYNL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61wP4qPOYNL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+MbgPmISL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+MbgPmISL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+MbgPmISL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71EwZwrNFxL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71EwZwrNFxL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71EwZwrNFxL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71HGXfItJoL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71HGXfItJoL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71HGXfItJoL.jpg', 'attachment_type': 'IMAGE'}]",B00C7Z8G4S,B00C7Z8G4S,AEQV4TMKGIQTGPVHQJK7Z76D4EYA,1562176722228,2,False,Not as described
16237,2.0,What the heck ups,"Unpacked the unit and there's a huge dent on the side of the machine , good job ups . Gonna file a complaint with Amazon","[{'small_image_url': 'https://m.media-amazon.com/images/I/B1IFRgTki7S._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1IFRgTki7S._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1IFRgTki7S._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1iq68YykPS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1iq68YykPS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1iq68YykPS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1nRxhDQjgS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1nRxhDQjgS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1nRxhDQjgS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08NX7GLFQ,B09W5PMK5X,AERBT3PCMR4L3A4YLL7DRNN6XDHA,1628991649084,0,True,Broken/Defective
48538,3.0,Not 100% compatible,Gave it 3 stars because of cost. It doesn’t work when inserted correctly.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61o2k5a6doL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61o2k5a6doL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61o2k5a6doL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/813VuiXuhVL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/813VuiXuhVL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/813VuiXuhVL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81YCeBju4HL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81YCeBju4HL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81YCeBju4HL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81lTTwm7vzL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81lTTwm7vzL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81lTTwm7vzL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B6ZV9FHD,B0BH4YNB3T,AGFPJLY5MJZ7F66XNAYY4FVDTOYA,1681599364428,0,True,Not as described
53975,1.0,WRONG PROFILE..,"this worm wheel is the wrong profile and did not fiT the ARM-60, after i spent all this money i still had to have it made is the machine shop.<br />the old worm is the one on the right.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51HIiMbdqfL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51HIiMbdqfL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51HIiMbdqfL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51iFZ0GLS7L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51iFZ0GLS7L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/51iFZ0GLS7L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00MPR3ETK,B00MPR3ETK,AEXWM5S2PGQA4PJVLTVAOA6RQ2QA,1515686469681,0,True,Not as described
68639,3.0,"Dishwasher arrived cosmetically damaged, bent in two areas",Product came bent on top on left side where screws go abs also bent on bottom left side of stainless steel door.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/51Pmj1E9JXL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51Pmj1E9JXL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51Pmj1E9JXL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/51SCPuPkZxL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51SCPuPkZxL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51SCPuPkZxL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00QEUHDOQ,B00QEUHDOQ,AHIECM7D4HMWT43IDHSHQUAYHYWQ,1654467760583,2,True,Broken/Defective
65820,1.0,Used/Damaged products,"The first two pictures are from the first one I received the others are from the second.(Sorry not the best lighting) Both were clearly used the second had dirt on the hinge and a reddish hair in the shelf on the door and the packaging foam was even dirty. I did use a coupon so I don’t know if used ones are given because of that but if so, that needs to be disclosed.","[{'small_image_url': 'https://m.media-amazon.com/images/I/A13F-0Yux7L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A13F-0Yux7L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A13F-0Yux7L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/A1DvJeH2EiL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A1DvJeH2EiL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A1DvJeH2EiL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/A1noqcY06JL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A1noqcY06JL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A1noqcY06JL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/A1yKu0Ie-GL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/A1yKu0Ie-GL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/A1yKu0Ie-GL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B16WNR688qS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B16WNR688qS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B16WNR688qS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/B1lk2XgOdxS._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/B1lk2XgOdxS._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/B1lk2XgOdxS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08TW79Q8Y,B08TW79Q8Y,AHZOI5BSMXWRRORPB73QHX3GCLYQ,1628627875790,0,False,Poor performance
31753,1.0,Started rusting,"I empty the reservoir and clean the machine regularly as I use it every day. After about 8 months I started noticing black specks in the reservoir and thought it was charcoal from my water filter. Shortly after, I noticed the rust leaking in the pic. The unit is fairly simple to use. Until this rust issue, my only complaint was that the rubber stopper usually gets stuck in the drainage hole and separates from the plug. It's annoying but it's doing its job. I just wish this rust thing wasn't happening.","[{'small_image_url': 'https://m.media-amazon.com/images/I/51wGk37aBRL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51wGk37aBRL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51wGk37aBRL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07QK8T9DH,B0C6FDT9L2,AHG6QHQFR2QM2EVZ7CAQIQDI5LYA,1652992213783,0,True,Quality issues
52758,1.0,They are impossible to get on and they are upside down,Literally couldn’t get on… now we<br />Can’t get them off and they are backwards,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61nJtyA-TWL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61nJtyA-TWL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61nJtyA-TWL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08CBRT36K,B08CBRT36K,AHX77EBEKCKKKFDQVXICHERTE4CA,1669076414075,0,True,Not as described
74988,1.0,Broke within a month,Product didn’t last long at all 😞,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71U-QG3e0TL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71U-QG3e0TL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71U-QG3e0TL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07YWK935R,B07YWK935R,AE7J3WCJBHN2MYGFJIZ2CSLOIKQQ,1644178725959,0,True,Poor performance
55635,2.0,Fixed my dryer that doesn’t heat up,My dryer was not heating up I guessed that the heating element or thermostat was bad. Local hardware store wanted $65 just for the heating element this kit came with all the parts you need for your Kenmore/whirlpool dryer. So easy to install all you need to do is watch a YouTube video how to take the rear cover off.<br /><br />UPDATE!!!!  After 3 months no heat was coming out I inspected it & found the thermostat & coil was burnt taking off 3 stars for reliability of the product,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sPJ6CxPYL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sPJ6CxPYL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71sPJ6CxPYL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xn26lSC+L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xn26lSC+L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71xn26lSC+L.jpg', 'attachment_type': 'IMAGE'}]",B07LG8QYFW,B07LG8QYFW,AFN66BEE5VNN54UISQTA4EI3BAYQ,1574455651911,0,True,Broken/Defective
10144,1.0,Horrible,Horrible product!’ It was a nightmare to put it together. The parts didn’t aligned . But we try to still give it a chance . First time using it the paint pealed off from the outside and outside!! . We didn’t notice paint was pealing into the pizza until it was too late ! We ate it . We thought it was burn crust until we saw inside the oven.. never again .,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1qRq9QEvEL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1qRq9QEvEL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/A1qRq9QEvEL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B191HgC04zS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B191HgC04zS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B191HgC04zS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MtM2AZq0S._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MtM2AZq0S._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MtM2AZq0S._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MtM2AZq0S._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MtM2AZq0S._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1MtM2AZq0S._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1OKHQsQIQS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1OKHQsQIQS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1OKHQsQIQS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1OyZ4WUgdS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1OyZ4WUgdS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1OyZ4WUgdS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1iXh4cyhmS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1iXh4cyhmS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1iXh4cyhmS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1ub7Xii84S._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1ub7Xii84S._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1ub7Xii84S._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1zUHloTU8S._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1zUHloTU8S._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1zUHloTU8S._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08W3C93D9,B08W3C93D9,AGN4F7N4NSPFFZHYABBM574TVGQQ,1619992510797,1,True,Poor performance
